"","Lat","Long","YY","Ex","Pf","PfPR2_10","LoAge","UpAge"
"1734",-14.3818,35.385,2014,9,3,33.68,1.4,4.9
"1735",-13.8076,35.1269,2014,19,4,21.89,0.6,4.7
"1736",-14.4621,35.2359,2014,14,1,7.42,0.6,4.9
"1737",-14.4917,35.269,2014,12,1,8.66,0.6,4.7
"1738",-14.3042,35.1115,2017,23,8,35.71,0.8,4.9
"1739",-14.6763,35.0206,2017,26,10,40.16,0.5,4.9
"1740",-14.3526,35.4139,2017,20,11,56.8,0.7,4.9
"1741",-14.3701,35.3437,2017,25,13,54.07,0.6,4.9
"1742",-13.6864,34.9624,2017,24,12,52.22,0.5,4.9
"1743",-14.4997,35.2652,2017,20,0,0,0.8,4.9
"1744",-14.382,35.198,2002,76,36,50.19,0,14
"1745",-14.2194,35.032,2016,28,6,22.02,0.6,13.3
"1746",-14.4991,35.2383,2015,17,0,0,0.5,7.5
"1747",-14.7441,35.4479,2015,19,4,21.7,0.8,14.4
"1748",-14.091,34.914,2009,5,0,0,0.5,4.9
"1749",-14.462,35.366,2002,68,25,38.95,0,14
"1750",-14.534,35.216,2002,51,20,41.56,0,14
"1751",-14.3815,35.1644,2009,13,5,40.16,0.5,4.9
"1752",-14.4097,35.3314,2001,1,0,0,19.1,19.1
"1753",-14.4755,35.2646,2002,79,27,36.22,0,14
"1754",-14.624,35.18,2002,66,21,33.71,0,14
"1755",-14.1586,34.9433,2001,6,4,77.49,5.4,27.1
"1756",-15.987,35.459,2009,8,0,0,0.5,4.9
"1757",-16.002,35.463,2001,4,3,93.27,8.1,28.9
"1758",-16.0452,35.5561,2010,16,7,47.85,0,5
"1759",-16.1111,35.4275,2010,8,0,0,0,5
"1760",-15.9947,35.4331,2010,13,0,0,0,4
"1761",-16.0684,35.333,2010,18,5,30.38,0,5
"1762",-15.7113,35.426,2010,17,12,77.21,0,5
"1763",-16.0327,35.6145,2001,5,4,99.79,14,32.6
"1764",-16.0673,35.5211,2009,10,2,20.49,1,4.9
"1765",-16.0362,35.561,2012,15,8,53.9,1.4,4.9
"1766",-16.1162,35.4213,2012,14,5,36.67,0.8,4.9
"1767",-16.0776,35.3316,2012,14,2,15.17,0.5,4.3
"1768",-15.9894,35.4345,2012,17,7,42.53,0.7,4.8
"1769",-15.6727,35.4294,2012,13,1,7.92,0.9,4.1
"1770",-16.1203,35.5059,2014,16,4,26.11,0.7,4.6
"1771",-16.0535,35.6975,2014,14,1,7.46,0.5,4.9
"1772",-15.7873,35.4995,2014,22,6,28.96,0.5,4.3
"1773",-15.8035,35.3123,2014,18,2,11.55,0.6,4.8
"1774",-16.0297,35.6553,2017,15,3,20.14,1.6,4.9
"1775",-16.0632,35.6877,2017,13,6,47.99,0.6,4.9
"1776",-15.8465,35.4215,2017,23,2,9.09,0.5,4.9
"1777",-15.865,35.4577,2005,4,2,79.47,17,28
"1778",-16.08,35.4224,2016,16,6,38.92,0.8,14.9
"1779",-16.1161,35.5761,2016,18,12,68.69,1.2,14.6
"1780",-15.7735,35.3131,2015,16,5,31.97,0.5,12.2
"1781",-15.852,35.456,2001,4,3,93.3,10,23.9
"1782",-16.0298,35.3273,2009,9,1,11.38,1,4.9
"1783",-15.4367,34.4664,2005,2,1,73.72,18,21
"1784",-15.4639,34.4638,2009,23,13,60.24,0.3,4.9
"1785",-15.51,34.5166,2005,6,4,80.05,7,27
"1786",-15.51,34.5166,2006,6,4,71.27,1,2
"1787",-15.51,34.5166,2008,9,2,28.02,9,27
"1788",-15.5349,34.4999,2009,33,6,18.99,0.5,4.8
"1789",-15.5679,34.5158,2006,1,0,0,1,1
"1790",-15.6135,34.5229,2009,36,11,32.57,0.3,4.9
"1791",-15.6937,34.5196,2006,16,8,53.45,1,2
"1792",-15.731,34.5294,2006,18,12,69.17,1,3
"1793",-15.8065,34.5503,2005,3,1,38.27,6,24
"1794",-15.8065,34.5503,2008,12,4,39.97,6,29
"1795",-15.8065,34.5503,2009,22,6,29.46,0.2,5
"1796",-15.4921,34.443,2017,20,3,15.66,0.5,4.9
"1797",-15.5924,34.5051,2017,10,0,0,1.3,4.9
"1798",-15.7303,34.4018,2016,15,8,54.63,0.8,13.2
"1799",-15.7772,34.5838,2016,24,6,25.85,0.6,14.3
"1800",-15.5973,34.5192,2005,6,2,39.31,7,25
"1801",-15.5973,34.5192,2008,17,1,6.99,6,28
"1802",-15.5458,34.5461,2010,72,22,32.87,0.4,4.3
"1803",-15.4976,34.4438,2006,13,6,47.88,1,3
"1804",-15.4976,34.4438,2009,47,15,33.32,0.5,4.9
"1805",-15.577,34.4755,2006,21,13,66.17,1,2
"1806",-15.5747,34.4766,2005,4,1,39.46,16,29
"1807",-15.5747,34.4766,2008,17,0,0,6,29
"1808",-15.5747,34.4766,2009,29,6,22.73,0.1,4.9
"1809",-15.646,34.465,2001,7,6,99.79,6.4,34.9
"1810",-15.5875,34.4843,2006,17,6,36.61,1,3
"1811",-15.6284,34.4778,2009,36,13,39.66,0.1,4.9
"1812",-15.6699,34.4994,2005,2,0,0,11,25
"1813",-15.6699,34.4994,2006,18,15,86.46,1,3
"1814",-15.6699,34.4994,2008,11,1,10.54,6,25
"1815",-15.6919,34.4868,2009,22,1,4.85,0.3,4.3
"1816",-15.7349,34.4778,2005,4,4,99.79,8,25
"1817",-15.7349,34.4778,2008,17,0,0,6,29
"1818",-15.7206,34.5043,2005,3,2,99.79,16,36
"1819",-15.7206,34.5043,2008,28,2,8.56,6,29
"1820",-15.7533,34.5378,2005,3,2,90.32,12,25
"1821",-15.7533,34.5378,2008,12,1,9.91,6,28
"1822",-15.7645,34.4697,2005,2,1,86.84,25,25
"1823",-15.7645,34.4697,2008,22,4,22.74,8,29
"1824",-15.6238,34.4503,2005,3,1,39.66,7,26
"1825",-15.6238,34.4503,2008,28,6,26.2,7,29
"1826",-15.6238,34.4503,2009,32,10,34.32,0.1,4.9
"1827",-15.6705,34.4224,2006,26,25,99.79,1,2
"1828",-15.7242,34.3788,2009,32,19,64.15,0.2,4.9
"1829",-15.7257,34.4036,2005,5,2,39.96,7,10
"1830",-15.7257,34.4036,2008,20,6,35.98,6,29
"1831",-15.7532,34.3941,2009,8,0,0,0.5,4.9
"1832",-15.7504,34.4152,2009,54,7,13.81,0.3,4.9
"1833",-15.7486,34.4027,2006,21,19,93.88,1,3
"1834",-15.2536,34.6349,2005,4,1,24.98,7,10
"1835",-15.2536,34.6349,2006,16,13,86.86,1,2
"1836",-15.2536,34.6349,2008,27,1,4.33,6,26
"1837",-15.2536,34.6349,2009,46,4,9.09,0.5,4.9
"1838",-15.2643,34.6352,2005,4,0,0,17,23
"1839",-15.2643,34.6352,2006,22,19,92.32,1,2
"1840",-15.2697,34.619,2005,4,0,0,9,17
"1841",-15.2697,34.619,2008,20,0,0,8,25
"1842",-15.2927,34.6697,2005,3,0,0,12,29
"1843",-15.2927,34.6697,2008,16,3,23.24,8,28
"1844",-15.3006,34.5955,2005,7,3,51.4,6,29
"1845",-15.3006,34.5955,2006,8,1,12.97,1,3
"1846",-15.3006,34.5955,2008,22,3,17.54,9,29
"1847",-15.4179,34.5075,2005,7,6,99.79,15,27
"1848",-15.4097,34.6261,2006,20,12,64.14,1,2
"1849",-15.4209,34.6413,2005,4,3,88.45,7,25
"1850",-15.4209,34.6413,2008,13,0,0,9,29
"1851",-15.4209,34.6413,2009,68,20,31.77,0.2,4.9
"1852",-15.7005,34.6694,2006,17,14,85.44,1,3
"1853",-15.5035,34.5419,2008,25,7,33.58,6,29
"1854",-15.4874,34.6177,2009,41,19,50.07,0.2,4.9
"1855",-15.4841,34.6218,2006,22,14,68.03,1,2
"1856",-15.4714,34.6461,2006,18,7,41.57,1,2
"1857",-15.4674,34.6567,2008,29,4,16.86,7,29
"1858",-15.4674,34.6567,2009,27,7,28.01,0.2,4.9
"1859",-15.4883,34.654,2005,3,1,43.35,11,24
"1860",-15.4883,34.654,2008,25,5,23.99,6,29
"1861",-15.549,34.6314,2005,5,4,91.45,8,20
"1862",-15.549,34.6314,2008,22,6,32.74,7,27
"1863",-15.549,34.6314,2009,33,2,6.55,0.2,4.9
"1864",-15.6239,34.6455,2006,25,19,78.85,1,3
"1865",-15.6209,34.6499,2005,4,2,64.31,9,29
"1866",-15.6209,34.6499,2008,18,5,33.96,7,29
"1867",-15.621,34.7085,2009,33,8,26.19,0.2,4.7
"1868",-15.7104,34.6639,2006,18,14,83.15,1,2
"1869",-15.3944,34.655,2015,13,0,0,1,11.3
"1870",-15.3578,34.8471,2016,14,2,14.43,1.5,11.6
"1871",-15.3674,34.6587,2015,19,9,48.81,0.9,13.9
"1872",-15.2743,34.6863,2009,34,8,25.42,0.2,4.9
"1873",-15.3009,34.6796,2006,17,9,56.59,1,2
"1874",-15.3009,34.6796,2009,47,12,27.58,0.2,4.9
"1875",-15.3355,34.6699,2006,20,9,48.11,1,2
"1876",-15.3521,34.681,2006,18,14,80.7,1,3
"1877",-15.3617,34.7086,2005,6,2,41.48,7,31
"1878",-15.3617,34.7086,2006,22,16,77.75,1,2
"1879",-15.3617,34.7086,2008,18,7,46.64,6,29
"1880",-15.3617,34.7086,2009,32,7,23.64,0.2,5
"1881",-15.4069,34.6645,2005,5,3,70.89,9,21
"1882",-15.4069,34.6645,2008,26,8,37.61,7,29
"1883",-15.4368,34.6621,2006,8,8,99.79,1,2
"1884",-15.3699,34.6513,2005,8,7,99.79,8,28
"1885",-15.3699,34.6513,2008,19,5,32.17,7,29
"1886",-15.3538,34.8012,2006,26,23,91.78,1,3
"1887",-15.3875,34.8172,2006,14,11,81.52,1,3
"1888",-15.3875,34.8172,2009,37,10,28.81,0.3,4.7
"1889",-15.3361,34.933,2008,16,6,46.92,8,29
"1890",-15.3361,34.933,2009,25,4,17.29,0.2,4.8
"1891",-15.4473,34.849,2009,32,9,29.98,0.3,4.9
"1892",-15.3957,34.8087,2005,3,1,36.21,7,17
"1893",-15.3957,34.8087,2008,16,3,22.51,7,27
"1894",-15.4372,34.776,2006,9,9,99.79,1,3
"1895",-15.4512,34.8565,2006,9,9,99.79,1,3
"1896",-15.4512,34.8565,2009,39,8,22.16,0.2,4.2
"1897",-15.5505,34.7889,2009,31,13,45.31,0.2,4.8
"1898",-15.4846,34.7491,2006,14,14,99.79,1,2
"1899",-15.4454,34.7427,2005,3,1,55.5,21,26
"1900",-15.4454,34.7427,2006,22,20,94.32,1,3
"1901",-15.4454,34.7427,2008,16,5,38.62,9,25
"1902",-15.4096,34.7761,2005,2,1,56.43,8,19
"1903",-15.4096,34.7761,2008,22,4,21.62,6,28
"1904",-15.3962,34.7725,2008,17,2,15.3,10,27
"1905",-15.333,34.582,2000,77,38,52.29,0,14
"1906",-17.0266,35.2193,2009,8,0,0,0.5,3.9
"1907",-17.0794,35.1075,2010,9,1,12.15,0,5
"1908",-16.5638,34.9906,2010,7,2,32.02,0,4
"1909",-16.9996,35.1971,2009,134,32,24.6,1,14
"1910",-16.7597,35.2836,2009,133,35,27.11,1,14
"1911",-17.1122,35.0931,2012,11,0,0,0.9,4.8
"1912",-16.5858,34.9951,2012,12,1,8.5,1.1,4.8
"1913",-16.4021,35.1667,2014,11,2,18.58,0.9,4.9
"1914",-16.8842,35.2636,2014,15,7,49.19,0.6,4.5
"1915",-16.7362,35.2334,2017,19,0,0,0.5,4.9
"1916",-16.9259,35.2594,2016,6,1,16.96,1.9,13.3
"1917",-17.0842,35.1936,2016,16,0,0,1.3,11.6
"1918",-16.5352,35.0179,2016,21,2,9.86,0.5,13.5
"1919",-16.789,35.281,2001,7,2,36.39,9,28.5
"1920",-16.768,35.247,2009,4,0,0,3,4.9
"1921",-15.5953,35.5998,2010,16,7,47.85,0,5
"1922",-15.739,35.5568,2010,18,1,6.08,0,5
"1923",-15.9299,35.799,2010,8,0,0,0,4
"1924",-15.8971,35.8088,2012,17,7,42.82,0.6,4.8
"1925",-15.6227,35.5844,2012,17,1,6.07,0.7,4.8
"1926",-15.7175,35.5773,2012,18,4,22.66,1.1,4.6
"1927",-15.6179,35.7215,2014,17,3,18.23,0.7,4.9
"1928",-15.9196,35.792,2014,19,8,43.79,0.6,4.9
"1929",-15.5369,35.6579,2017,21,3,14.92,0.5,4.9
"1930",-15.828,35.6047,2017,20,6,31.33,0.5,4.9
"1931",-15.6827,35.7128,2008,13,1,9.32,7,28
"1932",-15.5243,35.6436,2007,24,3,15.2,8,26
"1933",-15.5299,35.6471,2009,32,19,63.29,0.3,4.6
"1934",-15.5229,35.6558,2005,8,2,30.4,8,26
"1935",-15.5229,35.6558,2006,19,1,5.62,1,2
"1936",-15.5229,35.6558,2008,16,1,7.5,7,27
"1937",-15.5283,35.6476,2005,11,2,22.03,7,28
"1938",-15.5283,35.6476,2008,34,10,35.63,7,28
"1939",-15.5265,35.6153,2007,30,0,0,7,29
"1940",-15.5342,35.5972,2007,26,7,32.91,7,29
"1941",-15.5378,35.6168,2005,6,3,66.6,11,26
"1942",-15.5378,35.6168,2008,52,12,27.68,6,29
"1943",-15.5595,35.647,2009,30,13,46.81,0.2,4.9
"1944",-15.5518,35.5717,2006,20,8,41.5,1,3
"1945",-15.5844,35.5579,2005,4,1,29.48,6,27
"1946",-15.5844,35.5579,2007,20,1,6.17,7,30
"1947",-15.5844,35.5579,2008,28,7,28.44,6,23
"1948",-15.5987,35.5552,2009,20,9,46.79,0.6,4.9
"1949",-15.6418,35.556,2005,6,2,47.3,11,32
"1950",-15.6418,35.556,2008,58,9,18.8,7,28
"1951",-15.5718,35.5914,2005,6,3,76.65,17,25
"1952",-15.5718,35.5914,2008,30,9,36.35,7,28
"1953",-15.5959,35.6214,2009,40,17,45.92,0.2,4.9
"1954",-15.6081,35.669,2007,21,1,5.42,6,23
"1955",-15.6522,35.7489,2005,6,2,35.06,7,14
"1956",-15.6522,35.7489,2006,37,13,41.18,0,3
"1957",-15.6522,35.7489,2008,51,4,9.5,7,28
"1958",-15.6334,35.6448,2009,25,10,42.16,0.4,4.9
"1959",-15.6422,35.6353,2007,22,5,27.03,6,28
"1960",-15.664,35.6266,2007,14,1,8.65,7,28
"1961",-15.6638,35.6407,2006,12,3,25.94,1,3
"1962",-15.6825,35.6109,2009,36,13,37.71,0.5,4.9
"1963",-15.6823,35.6103,2007,26,2,9.23,7,27
"1964",-15.6838,35.5843,2007,21,2,11.64,7,29
"1965",-15.7615,35.6734,2005,11,4,44.21,8,26
"1966",-15.7615,35.6734,2008,43,5,13.83,6,28
"1967",-15.644,35.5307,2006,17,5,30.51,1,3
"1968",-15.6554,35.5225,2006,12,6,64.36,0,2
"1969",-15.6727,35.511,2006,13,10,82.23,1,2
"1970",-15.7358,35.5288,2005,1,1,99.79,24,24
"1971",-15.7358,35.5288,2008,29,10,41.03,7,26
"1972",-15.6941,35.5119,2009,35,8,24.37,0.3,4.7
"1973",-15.6952,35.6057,2007,10,1,13.43,10,30
"1974",-15.6947,35.6155,2005,3,1,41.46,10,23
"1975",-15.6947,35.6155,2006,8,2,26.73,1,2
"1976",-15.6947,35.6155,2008,25,6,28.54,6,28
"1977",-15.6844,35.6403,2006,12,6,51.88,1,3
"1978",-15.6861,35.6432,2005,7,2,34.26,6,29
"1979",-15.6861,35.6432,2008,42,5,14.68,7,30
"1980",-15.6874,35.6555,2009,33,10,32.74,0.2,4.9
"1981",-15.7246,35.6849,2005,7,1,17.54,8,27
"1982",-15.7246,35.6849,2007,12,2,24.41,13,29
"1983",-15.7246,35.6849,2008,9,1,12.53,6,22
"1984",-15.7033,35.6828,2007,16,3,22.49,6,29
"1985",-15.6553,35.6856,2009,30,12,43.94,0.1,4.4
"1986",-15.6581,35.6937,2005,7,3,63.3,12,33
"1987",-15.6581,35.6937,2008,47,5,12.87,6,30
"1988",-15.6334,35.6865,2007,17,2,14.37,7,29
"1989",-15.6591,35.7125,2006,14,8,61.08,1,2
"1990",-15.6809,35.7031,2005,13,1,9.32,7,28
"1991",-15.6809,35.7031,2006,18,3,17.08,1,4
"1992",-15.6809,35.7031,2008,39,3,9.32,7,28
"1993",-15.6809,35.7031,2009,23,7,31.78,0.5,4.8
"1994",-15.6837,35.7105,2006,5,2,42.76,1,2
"1995",-15.6686,35.7337,2006,8,1,14.01,0,4
"1996",-15.6961,35.7651,2007,11,3,34.73,9,28
"1997",-15.6931,35.7666,2009,29,14,52.16,0.2,4.2
"1998",-15.7008,35.7424,2005,2,0,0,11,13
"1999",-15.7008,35.7424,2008,27,4,17.32,6,26
"2000",-15.7085,35.7308,2007,52,5,11.54,6,29
"2001",-15.7216,35.7166,2006,7,2,36.77,0,2
"2002",-15.7454,35.7146,2007,16,4,29.48,6,27
"2003",-15.7453,35.7163,2006,12,4,39.06,0,3
"2004",-15.771,35.5526,2006,12,4,35.63,1,2
"2005",-15.7478,35.6713,2005,7,4,63.3,3,24
"2006",-15.7478,35.6713,2008,21,5,29.79,8,29
"2007",-15.7478,35.6713,2009,27,21,82.9,0.3,4.9
"2008",-15.7855,35.6636,2006,14,0,0,1,4
"2009",-15.7486,35.6238,2009,33,19,62.21,0.2,4.9
"2010",-15.6398,35.605,2006,30,12,42.76,1,2
"2011",-15.7907,35.6505,2005,2,1,54.8,6,19
"2012",-15.7928,35.6253,2009,29,21,75.62,0.5,4.9
"2013",-15.7475,35.5755,2009,30,22,80.54,0.1,4.9
"2014",-15.7395,35.5526,2007,19,3,19.3,7,29
"2015",-15.7154,35.5456,2006,11,2,19.43,1,2
"2016",-15.7209,35.5295,2007,15,1,8.08,7,28
"2017",-15.7205,35.5368,2005,4,1,38.79,17,26
"2018",-15.7748,35.5562,2009,24,13,58.53,0.2,4.7
"2019",-15.7869,35.545,2006,18,8,46.11,1,3
"2020",-15.7913,35.5478,2001,8,7,99.79,8,31.5
"2021",-15.7913,35.5478,2007,25,9,45.04,8,29
"2022",-15.7627,35.5156,2009,35,10,30.87,0.2,4.9
"2023",-15.7446,35.6064,2009,6,3,53.45,1,2.9
"2024",-15.8058,35.5708,2006,18,4,23.05,1,3
"2025",-15.8138,35.5948,2007,14,2,17.63,7,30
"2026",-15.8068,35.5881,2007,8,0,0,14,30
"2027",-15.8274,35.5989,2007,24,5,25.46,7,29
"2028",-15.8352,35.5497,2005,5,1,23.07,10,17
"2029",-15.8352,35.5497,2006,15,7,49.89,1,2
"2030",-15.8352,35.5497,2008,42,14,39.3,6,27
"2031",-15.8465,35.5748,2008,34,12,42.76,7,28
"2032",-15.8512,35.5728,2005,5,1,21.51,7,16
"2033",-15.8299,35.6052,2007,18,6,39.97,6,29
"2034",-15.8183,35.6249,2006,8,3,40.09,1,2
"2035",-15.8138,35.6411,2007,16,5,38.2,7,29
"2036",-15.5892,35.5804,2016,29,12,42.84,0.5,14.1
"2037",-15.7997,35.6463,2015,13,1,7.93,1.3,14.8
"2038",-15.8292,35.5859,2016,13,5,40.01,0.6,14.6
"2039",-15.55,35.816,2008,225,29,17.44,5,59
"2040",-15.5818,35.7595,2009,31,8,27.89,0.2,4.9
"2041",-15.7698,35.7715,2008,34,7,24.5,7,26
"2042",-15.546,35.8366,2006,18,5,28.46,1,4
"2043",-15.55,35.7864,2006,14,7,51.88,1,3
"2044",-15.55,35.7864,2009,50,26,55.42,0.3,4.9
"2045",-15.5959,35.7933,2009,47,19,43.68,0.2,5
"2046",-15.7513,35.7918,2007,16,4,30.56,7,29
"2047",-15.5954,35.8352,2009,46,30,69.51,0.3,4.7
"2048",-15.6688,35.8193,2007,24,7,36.86,8,30
"2049",-15.7089,35.7681,2005,6,0,0,6,24
"2050",-15.7089,35.7681,2008,51,13,31.16,7,29
"2051",-15.5764,35.8388,2007,20,2,11.99,6,29
"2052",-15.5764,35.8388,2009,22,15,71.86,0.4,4.7
"2053",-15.7832,35.795,2006,21,6,30.54,1,2
"2054",-15.7906,35.7955,2009,26,19,80.27,0.1,4.9
"2055",-15.8055,35.7622,2005,8,3,42.51,7,21
"2056",-15.8055,35.7622,2008,24,4,20.38,7,29
"2057",-15.8378,35.7674,2008,25,9,43.17,6,29
"2058",-15.8345,35.755,2005,9,2,26.43,6,28
"2059",-15.8345,35.755,2008,52,8,18.45,6,29
"2060",-15.8441,35.7503,2005,8,0,0,7,27
"2061",-15.8441,35.7503,2008,26,4,18.61,6,30
"2062",-15.8441,35.7503,2009,20,9,47.96,0.3,4.9
"2063",-15.8474,35.7524,2009,19,12,68.24,0.2,4.7
"2064",-15.8761,35.7586,2005,5,3,70.75,6,27
"2065",-15.8761,35.7586,2008,30,6,23.79,6,28
"2066",-15.8925,35.7632,2009,25,18,77.79,0.2,4.9
"2067",-15.9069,35.7718,2007,22,1,5.61,7,30
"2068",-15.9053,35.7996,2006,10,8,85.52,1,2
"2069",-15.9266,35.7682,2005,8,3,44.66,8,24
"2070",-15.9266,35.7682,2008,46,8,20.33,6,26
"2071",-15.7311,35.7654,2005,10,5,62.55,8,29
"2072",-15.7311,35.7654,2008,32,8,30.25,6,30
"2073",-15.7553,35.7805,2009,29,15,55.13,0.3,4.9
"2074",-15.7706,35.772,2006,4,0,0,1,2
"2075",-15.7706,35.772,2007,19,1,6.43,7,29
"2076",-15.7855,35.7609,2005,7,1,15.97,6,21
"2077",-15.7855,35.7609,2008,31,3,11.61,6,29
"2078",-15.8069,35.6557,2009,14,4,30.45,0.3,4.8
"2079",-15.8853,35.1896,2001,4,2,57.21,7.7,21.5
"2080",-15.9279,35.0222,2009,8,0,0,0.5,3.9
"2081",-15.9279,35.0222,2012,66,1,1.97,0.4,81
"2082",-15.9279,35.0222,2012,120,1,1.07,0.6,75
"2083",-15.9279,35.0222,2013,105,2,2.46,1,83
"2084",-15.9279,35.0222,2014,97,6,8.04,0.5,99
"2085",-16.0726,34.9865,2003,36,20,57.77,0.6,4.9
"2086",-16.1926,35.0837,2003,26,13,52.22,0.5,4.9
"2087",-15.94,35.188,2009,11,2,18.62,1,4.9
"2088",-15.9495,35.131,2012,91,9,12.82,0.3,79
"2089",-15.9495,35.131,2012,105,1,1.23,0.7,81
"2090",-15.9495,35.131,2013,123,1,1.05,0.6,94
"2091",-15.9495,35.131,2014,113,0,0,0.5,99
"2092",-16.0028,35.2748,2012,67,13,25.11,0.4,78
"2093",-16.0028,35.2748,2012,89,12,17.5,0.6,90
"2094",-16.0028,35.2748,2013,105,9,11.14,0.5,85
"2095",-16.0028,35.2748,2014,90,16,23.11,0.5,99
"2096",-16.0342,35.2851,2012,65,1,1.99,1,80
"2097",-16.0342,35.2851,2012,92,4,5.62,0.6,79
"2098",-16.0342,35.2851,2013,97,13,17.27,0.5,73
"2099",-16.0342,35.2851,2014,101,6,7.72,0.5,99
"2100",-16.1868,35.2067,2012,81,7,11.24,0.3,84
"2101",-16.1868,35.2067,2012,71,3,5.49,0.6,84
"2102",-16.1868,35.2067,2013,92,8,11.29,0.9,85
"2103",-16.1868,35.2067,2014,98,10,13.26,0.5,99
"2104",-16.2094,35.2915,2010,12,2,18.23,0,5
"2105",-16.0878,35.0685,2010,6,3,54.69,0,5
"2106",-16.1644,35.2492,2010,12,3,27.34,0,5
"2107",-15.9636,35.2104,2010,9,1,11.38,1,4
"2108",-15.9518,35.0962,2010,7,0,0,1,5
"2109",-16.1276,35.2926,2001,12,9,96.25,6.9,35
"2110",-16.1587,35.2728,2012,81,8,12.77,0.5,77
"2111",-16.1587,35.2728,2012,114,2,2.26,0.5,77
"2112",-16.1587,35.2728,2013,116,10,11.13,0.8,78
"2113",-16.1587,35.2728,2014,99,5,6.56,0.5,99
"2114",-16.1937,35.1219,2012,72,2,3.61,0.3,82
"2115",-16.1937,35.1219,2012,106,0,0,0.6,83
"2116",-16.1937,35.1219,2013,87,3,4.48,1,84
"2117",-16.1937,35.1219,2014,92,2,2.82,0.5,99
"2118",-16.2047,35.276,2001,1,1,99.79,28.4,28.4
"2119",-15.9603,35.2378,2012,13,0,0,0.8,4.8
"2120",-16.1722,35.2058,2012,19,0,0,1.1,4.5
"2121",-16.0781,35.0958,2012,13,0,0,0.6,4.3
"2122",-15.967,35.0739,2012,12,0,0,1,4.7
"2123",-16.2092,35.2879,2012,12,2,17.08,1,4.7
"2124",-16.3289,35.2057,2014,12,3,25.5,1.1,4.6
"2125",-16.101,35.0428,2014,12,0,0,0.6,4.4
"2126",-16.091,35.1565,2014,10,3,30.49,1.2,4.2
"2127",-15.8867,35.1351,2014,13,0,0,0.5,4.8
"2128",-16.073,34.9947,2017,17,5,30.05,0.9,4.9
"2129",-16.0726,35.272,2017,11,0,0,2.1,4.9
"2130",-15.8678,35.1764,2017,16,1,6.5,0.6,4.9
"2131",-16.2873,35.2033,2016,22,6,28.09,1,14.8
"2132",-16.0081,35.0252,2016,20,1,5.16,1.4,14.6
"2133",-16.0733,35.1892,2016,1,0,0,2.8,2.8
"2134",-16.1257,35.0193,2009,9,3,34.81,0.5,4.9
"2135",-16.1117,35.0442,2012,65,1,1.99,0.3,73
"2136",-16.1117,35.0442,2012,82,2,3.14,0.8,74
"2137",-16.1117,35.0442,2013,99,0,0,0.5,64
"2138",-16.1117,35.0442,2014,63,1,2.07,0.5,99
"2139",-16.1522,35.1703,2012,83,4,6.23,0.3,75
"2140",-16.1522,35.1703,2012,98,4,5.24,0.6,70
"2141",-16.1522,35.1703,2013,125,13,13.39,0.6,74
"2142",-16.1522,35.1703,2014,110,3,3.55,0.5,99
"2143",-16.0515,35.1655,2009,5,1,20.09,2,4.9
"2144",-16.0318,34.9585,2012,91,22,31.19,0.5,74
"2145",-16.0318,34.9585,2012,94,25,34.52,0.7,86
"2146",-16.0318,34.9585,2013,104,37,45.82,0.9,74
"2147",-16.0318,34.9585,2014,99,37,48.57,0.5,99
"2148",-15.557,35.4505,2011,49,16,35.08,5,18
"2149",-15.4573,35.2827,2011,55,28,54.21,5,17
"2150",-15.6646,35.4055,2011,58,25,46.31,5,18
"2151",-15.6425,35.4036,2011,47,20,45.72,6,17
"2152",-15.6063,35.267,2011,53,27,56.92,6,21
"2153",-15.3141,35.4395,2010,9,1,12.15,0,5
"2154",-15.4472,35.5378,2010,10,1,10.94,0,5
"2155",-15.4973,35.3834,2010,11,1,10.19,0,4
"2156",-15.6102,35.4512,2010,14,0,0,0,4
"2157",-15.3696,35.0951,2010,16,3,20.51,0,5
"2158",-15.314,35.4021,2010,8,0,0,1,4
"2159",-15.37,35.3534,2010,12,0,0,1,5
"2160",-15.3932,35.3282,2010,15,1,7.3,0,5
"2161",-15.5264,35.2359,2011,63,35,62.09,6,21
"2162",-15.6683,35.3185,2011,59,26,47.82,6,18
"2163",-15.6547,35.4512,2011,61,28,49.32,6,17
"2164",-15.6608,35.3575,2011,57,32,61.53,6,19
"2165",-15.5958,35.377,2011,48,21,47.48,6,18
"2166",-15.3603,35.4048,2009,11,1,9.49,0.5,4.9
"2167",-15.5143,35.2652,2011,61,36,63.41,5,18
"2168",-15.2736,35.3915,2001,5,1,28.5,11.4,31.6
"2169",-15.6531,35.289,2011,55,39,76.19,6,17
"2170",-15.234,35.415,2000,79,21,27.38,1,14
"2171",-15.5642,35.2216,2011,45,24,59.2,7,19
"2172",-15.6086,35.2934,2011,44,26,64.19,7,17
"2173",-15.6048,35.3532,2011,37,20,57.06,6,15
"2174",-15.5285,35.3854,2001,5,5,99.79,11.9,27.6
"2175",-15.5604,35.2783,2009,9,2,22.76,1,4.9
"2176",-15.512,35.3254,2011,60,43,77,5,18
"2177",-15.384,35.101,2012,17,7,42,1.1,4.8
"2178",-15.5031,35.3652,2012,16,12,78.32,0.5,4.9
"2179",-15.4281,35.5766,2012,16,4,26.11,0.5,4.7
"2180",-15.3048,35.4268,2012,23,8,36.32,0.5,4.6
"2181",-15.3164,35.4108,2012,17,6,36.85,0.5,4.7
"2182",-15.6166,35.4572,2012,22,6,28,0.8,4.9
