"","Lat","Long","YY","Ex","Pf","PfPR2_10","LoAge","UpAge"
"2500",-14.0743496131897,34.1477029418945,2022,50,14,0.335250349360546,5,47
"2501",-13.897672958374,33.5712710571289,2022,25,1,0.0500996543138758,8,46
"2502",-14.7514263639514,34.7739885317399,2022,149,19,0.152366326102825,5,46
"2503",-14.12844789505,34.1484649658203,2022,50,17,0.40625674107206,5,46
"2504",-14.1070480541307,33.7428794393734,2022,49,2,0.0486703144571109,5,45
"2505",-13.903503112793,33.6525765991211,2022,25,1,0.0477949107143601,5,46
"2506",-13.8878434753418,33.3423695373535,2022,25,0,6.59744478702916e-05,9,47
"2507",-14.1293835067749,33.3497282409668,2022,25,1,0.0502117695751893,8,47
"2508",-13.8656715011597,34.0398712158203,2022,25,6,0.291484048181419,6,47
"2509",-13.8416086959839,33.3540158081055,2022,25,0,6.59744478702916e-05,8,47
"2510",-13.6701573562622,33.0337532043457,2022,25,3,0.147344612512262,7,45
"2511",-14.5225740101026,35.0577853658925,2022,23,8,0.415607919255304,5,46
"2512",-14.7424605941772,34.3766596984863,2022,50,1,0.02389745535718,5,46
"2513",-14.5695967102051,35.0605241394043,2022,25,12,0.57471488461808,5,47
"2514",-13.8912453842163,33.4107946777344,2022,25,3,0.145433429352829,6,46
"2515",-14.4589937044227,35.6364804143491,2022,23,11,0.587243020882205,7,45
"2516",-14.4674996932348,34.8583315213521,2022,24,5,0.256927006371655,7,47
"2517",-14.5739125621562,34.6074773827378,2022,49,7,0.170696109694143,5,46
"2518",-14.1787252840788,35.4528233072032,2022,23,10,0.520575076646811,5,47
"2519",-14.1459827041626,33.9374830627441,2022,25,0,6.59744478702916e-05,8,45
"2520",-14.4236442184448,35.4978186798096,2022,50,21,0.517964844845256,7,47
"2521",-13.3952328872681,33.964545135498,2022,25,3,0.147989955670073,7,47
"2522",-14.3717916997274,34.9124338785807,2022,75,20,0.318632738095733,5,46
"2523",-14.0791074371338,33.8654393005371,2022,25,2,0.0971613493938062,6,47
"2524",-14.0345850477413,33.9390487670898,2022,98,7,0.0855230483062621,5,47
"2525",-15.4484702809652,35.4088041178385,2022,75,11,0.175248005952653,5,46
"2526",-13.7713360977173,33.2050196075439,2022,50,1,0.0238484540839843,5,45
"2527",-14.4051288785161,34.7351332484065,2022,74,22,0.355232444498621,5,46
"2528",-13.8357463645935,33.3412427520752,2022,50,0,6.59744478702916e-05,5,47
"2529",-14.0758185005188,34.8282714080811,2022,50,4,0.0961565022637046,6,43
"2530",-15.2273267745972,35.4360650634766,2022,25,2,0.09558982142872,5,46
"2531",-15.4019266963005,34.9594745419242,2022,176,17,0.115886969123832,5,48
"2532",-14.3282636642456,35.4755081176758,2022,25,14,0.681568055915959,6,48
"2533",-14.818916683197,34.8029447937012,2022,50,3,0.0728710120453545,6,47
"2534",-14.1784267556177,34.8957637107536,2022,73,15,0.246528282422979,5,48
"2535",-14.2320338439941,35.4345474243164,2022,25,17,0.806049020564289,5,43
"2536",-14.1597533416748,33.8818569437663,2022,75,6,0.0957858141030134,5,47
"2537",-14.33044090271,35.512650604248,2022,25,6,0.290866858705659,6,46
"2538",-13.590658493042,32.9479402160645,2022,25,0,6.59744478702916e-05,5,47
"2539",-14.2525293540955,34.3999557495117,2022,50,2,0.0476969081679685,5,45
"2540",-14.4187559700012,34.4192479705811,2022,50,6,0.14367872115452,5,47
"2541",-15.0970555877686,35.6074710083008,2022,50,13,0.312508632357039,6,43
"2542",-14.0648227882385,34.0058508300781,2022,50,4,0.0971613493938062,6,47
"2543",-14.0242196846008,34.0846276855469,2022,50,15,0.357726811259764,5,45
"2544",-15.0521965026855,35.0814164479574,2022,24,3,0.149359095982375,5,46
"2545",-14.356137714386,34.4456707000732,2022,50,10,0.2389745535718,5,46
"2546",-14.6947124290466,34.5735375976562,2022,50,0,6.59744478702916e-05,7,45
"2547",-14.6194295310974,34.5445561981201,2022,50,3,0.07183936057726,5,47
"2548",-14.5880973052979,35.7095014953613,2022,25,17,0.812513482144119,5,46
"2549",-14.364739408493,34.8444362640381,2022,100,11,0.131705494391643,5,47
"2550",-14.1416892623901,33.8441986083984,2022,25,2,0.0959816779566802,5,48
"2551",-15.346928691864,35.0204285430908,2022,50,3,0.0749811174653063,8,45
"2552",-13.9313154602051,33.5012298583984,2022,25,0,6.59744478702916e-05,9,47
"2553",-15.9457070541382,34.3486692810059,2022,25,6,0.290249406769481,6,45
"2554",-14.0794615810865,33.7686596178029,2022,73,10,0.163681201076575,5,46
"2555",-14.8078692118327,35.046962890625,2022,75,15,0.242389048921382,6,46
"2556",-14.5725181102753,35.5822285016378,2022,24,12,0.597436383929499,5,46
"2557",-15.2654564058458,34.3921235058759,2022,74,1,0.0161800361660495,5,47
"2558",-14.3321598180135,34.2508355204264,2022,75,5,0.079821511752511,5,47
"2559",-14.2229178237915,33.8292782592773,2022,25,1,0.0477949107143601,5,46
"2560",-16.4089130401611,34.9109326171875,2022,25,1,0.0477949107143601,5,46
"2561",-14.376858830452,35.5817341804504,2022,24,8,0.410187249512884,7,46
"2562",-14.2552452087402,33.8176916503906,2022,25,0,6.59744478702916e-05,8,45
"2563",-15.3770558357239,35.335406036377,2022,50,5,0.127471877861902,9,45
"2564",-14.6941793251038,34.640803604126,2022,50,3,0.07183936057726,5,47
"2565",-14.9308477274577,34.7115524291992,2022,75,18,0.286181449007811,5,45
"2566",-14.1644778060913,33.8240467834473,2022,25,2,0.0971613493938062,6,47
"2567",-16.9061813354492,35.2652616882324,2022,25,0,6.59744478702916e-05,6,46
"2568",-15.1764986801147,35.2999481201172,2022,25,1,0.0478929070515066,5,47
"2569",-15.8042725753784,35.6557664489746,2022,25,0,6.59744478702916e-05,6,46
"2570",-13.3517758448919,33.9135370254517,2022,24,0,6.59744478702916e-05,5,45
"2571",-14.7150468826294,35.0351118469238,2022,25,15,0.71333994635227,5,44
"2572",-14.9762967681885,34.9576638793945,2022,25,0,6.59744478702916e-05,6,45
"2573",-13.7980457687378,32.8961444091797,2022,25,0,6.59744478702916e-05,5,46
"2574",-14.2325908660889,33.8975128936768,2022,50,2,0.0477949107143601,5,46
"2575",-14.9827506637573,35.6212126159668,2022,25,2,0.0972965110629683,7,42
"2576",-14.9112967681885,35.4312852478027,2022,25,11,0.526821977566573,5,47
"2577",-15.0515478134155,35.2313108825684,2022,25,3,0.142667989270454,5,44
"2578",-15.0894725036621,34.2828747558594,2022,50,4,0.0957858141030134,5,47
"2579",-14.8775594114053,34.1994460905441,2022,99,18,0.217695032052303,5,47
"2580",-13.9151607704163,33.6036374664307,2022,50,4,0.0957858141030134,5,47
"2581",-14.5048811459782,34.8947884916055,2022,99,4,0.0490713885827303,6,47
"2582",-13.9222059631348,33.2362004089355,2022,25,0,6.59744478702916e-05,6,47
"2583",-14.4606934928894,34.8139258575439,2022,50,1,0.0242389048921382,6,46
"2584",-14.7051391983032,34.9744839477539,2022,25,3,0.145433429352829,6,46
"2585",-15.2204102516174,35.4889630126953,2022,50,9,0.218613036136064,6,47
"2586",-15.2233675384521,34.891183013916,2022,25,0,6.59744478702916e-05,5,47
"2587",-15.7750620444616,35.764257589976,2022,24,0,6.59744478702916e-05,10,42
"2588",-14.1818601226807,33.8499028015137,2022,25,2,0.09558982142872,5,46
"2589",-14.3449143981934,33.80169921875,2022,25,3,0.148312043264783,7,48
"2590",-14.0445227050781,33.3414010620117,2022,25,0,6.59744478702916e-05,6,46
"2591",-14.1263866233826,33.5738700866699,2022,50,1,0.0239464535257533,5,47
"2592",-16.4571405029297,34.8797714233398,2022,25,0,6.59744478702916e-05,6,46
"2593",-14.5084363991874,34.2690437534877,2022,175,8,0.0548466731181033,5,48
"2594",-14.7152318954468,35.5377697753906,2022,25,5,0.242903373484516,6,47
"2595",-14.3453919219971,33.7182359313965,2022,25,1,0.0485806746969028,6,47
